,random_face_number,image_name,face_tensor,auto_gender
954,954,posts\idaauken\pic_16.jpeg,"tensor([508.1974, 202.7126, 606.2227, 330.0081])",Woman
955,955,posts\idaauken\pic_16.jpeg,"tensor([336.3650, 174.5029, 423.1557, 296.1165])",Woman
956,956,posts\idaauken\pic_16.jpeg,"tensor([ 34.5055, 162.3965, 118.8527, 270.9245])",Man
957,957,posts\idaauken\pic_16.jpeg,"tensor([205.5209, 158.0690, 288.5211, 271.2963])",Man
958,958,posts\misshalimeoguz\pic_3.jpeg,"tensor([219.5363,  82.5021, 367.2256, 287.6188])",Woman
959,959,posts\rasmusprehn\pic_70.jpeg,"tensor([238.4217, 109.0623, 309.6755, 208.8482])",Man
960,960,posts\martinr.geertsen\pic_8.jpeg,"tensor([218.4579, 154.9538, 270.0455, 232.6867])",Man
961,961,posts\torstenschackpedersen\pic_18.jpeg,"tensor([200.7932, 186.9975, 253.7506, 257.7625])",Man
962,962,posts\torstenschackpedersen\pic_18.jpeg,"tensor([446.8158, 208.1876, 500.8534, 274.6624])",Man
963,963,posts\torstenschackpedersen\pic_18.jpeg,"tensor([  5.5782, 198.3724,  34.3281, 235.5371])",Man
964,964,posts\mortendahlin\pic_14.jpeg,"tensor([ 18.3738, 248.0853,  38.5986, 274.7573])",Man
965,965,posts\mortendahlin\pic_14.jpeg,"tensor([ 64.2236, 264.1912,  82.9972, 287.3105])",Woman
966,966,posts\mortendahlin\pic_14.jpeg,"tensor([461.5217, 248.8748, 479.9943, 271.5515])",Man
967,967,posts\mortendahlin\pic_14.jpeg,"tensor([316.1023, 274.3477, 333.6312, 296.1228])",Woman
968,968,posts\mortendahlin\pic_14.jpeg,"tensor([238.0456, 263.5290, 258.9738, 290.1859])",Woman
969,969,posts\mortendahlin\pic_14.jpeg,"tensor([132.4148, 261.8047, 152.0725, 285.3922])",Woman
970,970,posts\juulmona\pic_10.jpeg,"tensor([185.4003,  92.0370, 362.5779, 315.5466])",Woman
971,971,posts\bertel.haarder\pic_12.jpeg,"tensor([ 17.1894, 383.5067,  45.1141, 419.6021])",Man
972,972,posts\mette\pic_116.jpeg,"tensor([215.0191,  95.1941, 455.6571, 419.0873])",Woman
973,973,posts\bonnesenerling\pic_5.jpeg,"tensor([531.3011, 147.3499, 567.6696, 197.1523])",Man
974,974,posts\traktortroels\pic_9.jpeg,"tensor([281.7365, 273.3915, 316.7610, 316.9159])",Man
975,975,posts\traktortroels\pic_9.jpeg,"tensor([163.9343, 252.9345, 202.2757, 304.9468])",Man
976,976,posts\traktortroels\pic_9.jpeg,"tensor([440.7781, 254.7901, 477.7249, 299.2448])",Man
977,977,posts\traktortroels\pic_9.jpeg,"tensor([ 12.0171, 236.3039,  59.9781, 295.2664])",Man
978,978,posts\kirstennormann\pic_0.jpeg,"tensor([ 26.6421, 104.6915, 320.3265, 516.3723])",Woman
979,979,posts\astridkrag\pic_138.jpeg,"tensor([307.8692, 245.1509, 374.2928, 323.3341])",Woman
980,980,posts\pernille_skipper\pic_53.jpeg,"tensor([251.4534, 185.1273, 394.2650, 378.3719])",Woman
981,981,posts\pernille_skipper\pic_53.jpeg,"tensor([474.3883, 150.2247, 637.0246, 381.5082])",Woman
982,982,posts\mette.abildgaard\pic_85.jpeg,"tensor([323.7303,  54.9219, 549.3513, 363.7968])",Man
983,983,posts\mette.abildgaard\pic_85.jpeg,"tensor([112.0253, 297.1274, 279.4659, 512.7733])",Woman
984,984,posts\jan_e_joergensen\pic_92.jpeg,"tensor([427.5305, 314.8173, 588.3001, 529.7012])",Man
985,985,posts\andreas.steenberg\pic_97.jpeg,"tensor([294.6285,  78.3893, 632.1142, 529.3730])",Man
986,986,posts\aaja_chemnitz\pic_3.jpeg,"tensor([121.6763,  99.4988, 221.6210, 235.2621])",Man
987,987,posts\aaja_chemnitz\pic_3.jpeg,"tensor([33.4789, 25.2304, 92.5688, 97.7943])",Man
988,988,posts\aaja_chemnitz\pic_3.jpeg,"tensor([568.9189,  53.1648, 640.6335, 149.3618])",Man
989,989,posts\aaja_chemnitz\pic_3.jpeg,"tensor([417.7247, 224.2831, 478.0695, 310.9300])",Woman
990,990,posts\charlottemolbaek\pic_86.jpeg,"tensor([377.7915, 312.7836, 467.3585, 430.5199])",Woman
991,991,posts\mettedencker\pic_111.jpeg,"tensor([ 49.0289, 293.2038, 216.4926, 519.5710])",Woman
992,992,posts\kaaredybvad\pic_27.jpeg,"tensor([443.4311, 125.7105, 477.9625, 168.6271])",Man
993,993,posts\kaaredybvad\pic_27.jpeg,"tensor([110.1623, 140.4229, 145.9812, 183.4011])",Woman
994,994,posts\kaaredybvad\pic_27.jpeg,"tensor([285.6328, 168.4201, 318.0728, 208.0308])",Man
995,995,posts\kaaredybvad\pic_27.jpeg,"tensor([184.7414, 124.2967, 219.2052, 164.7777])",Man
996,996,posts\kaaredybvad\pic_27.jpeg,"tensor([345.2533, 180.3562, 372.6842, 213.0734])",Woman
997,997,posts\kaaredybvad\pic_27.jpeg,"tensor([  1.9734, 139.6313,  25.1866, 190.3149])",Man
998,998,posts\katarinaammitzboell\pic_100.jpeg,"tensor([224.1817,  71.9618, 303.5226, 178.3400])",Woman
999,999,posts\katarinaammitzboell\pic_100.jpeg,"tensor([342.8258,   1.3960, 423.4669, 106.0224])",Man
